0,1,0,0,0
0,1,0,0,0
1,0,0,0,1
0,0,0,0,5
3,5,3,0,12
22,84,19,0,4
28,74,16,0,57
86,136,34,0,147
115,194,89,0,72
102,155,87,0,34
84,89,89,0,70
26,32,46,0,28
6,11,11,0,9
