0,1,0,0,0,0,0
0,1,0,0,0,0,0
1,0,0,0,1,1,0
0,0,0,0,5,0,4
3,5,3,0,12,0,56
22,84,19,0,4,5,27
28,74,16,0,57,8,0
86,136,34,0,147,10,6
115,194,89,0,72,50,8
102,155,87,0,34,28,22
84,89,89,0,70,19,15
26,32,46,0,28,15,13
6,11,11,0,9,6,5
